Word,Level
high school,A2
history,A2
fuel,B1
height,B1
jail,B1
fortune,B2
gender,B2
habit,B2
incident,B2
income,B2
gain,C1
gain,C1
fluid,C2
force,C2
fragrance,C2
guarantee,C2
illusion,C2
incentive,C2
instinct,C2
intellect,C2
interest,C2
justification,C2
groceries,B1
folks,B2
human rights,B2
fumes,C1
grounds,C2
grounds,C2
the first person,B2
flow,B2
help,B2
flair,C1
hunger,C1
idea,C1
film,C2
flavor,C2
glow,C2
glow,C2
firework,B1
finish,A1
grow,A2
happen,A2
happen,A2
float,B1
go,B1
go,B1
grow,B1
hitchhike,B1
flow,B2
go,B2
go,B2
jump,B2
keep,B2
function,C1
hop,C1
flourish,C2
fluctuate,C2
fly,C2
frown,C2
gasp,C2
gasp,C2
gesture,C2
glow,C2
glow,C2
hang,C2
hop,C2
hop,C2
get,A1
get,A1
have,A1
forget,A2
hurt,A2
include,A2
keep,A2
keep,A2
figure,B1
fill,B1
fill,B1
find,B1
fix,B1
forget,B1
gain,B1
give,B1
give,B1
give,B1
give,B1
guide,B1
have,B1
have,B1
hide,B1
hold,B1
imagine,B1
imagine,B1
injure,B1
install,B1
intend,B1
interview,B1
introduce,B1
involve,B1
involve,B1
keep,B1
finance,B2
fine,B2
fix,B2
fool,B2
form,B2
frighten,B2
generate,B2
grab,B2
hang,B2
hold,B2
illustrate,B2
imagine,B2
insure,B2
interrupt,B2
involve,B2
fill,C1
fit,C1
follow,C1
foresee,C1
gather,C1
grasp,C1
group,C1
head,C1
hit,C1
hold,C1
imprison,C1
indicate,C1
infect,C1
filter,C2
form,C2
formulate,C2
formulate,C2
found,C2
glue,C2
grace,C2
greet,C2
grip,C2
grip,C2
handle,C2
hinder,C2
house,C2
house,C2
imply,C2
incorporate,C2
incur,C2
indulge,C2
invite,C2
juggle,C2
film,B1
fit,B1
float,B1
follow,B1
follow,B1
forget,B1
forget,B1
gain,B1
hunt,B1
join,B1
flash,B2
flood,B2
fly,B2
go,B2
go,B2
govern,B2
help,B2
invest,B2
investigate,B2
fit,C1
jam,C1
judge,C1
flash,C2
flatten,C2
gamble,C2
hum,C2
indulge,C2
intensify,C2
judge,C2
ghost,B1
god,B2
hell,B2
hell,B2
haunt,B2
impolite,B2
incredible,B1
industrious,C2
frozen,B1
great,A1
half,B2
full,B2
golden,A2
humor,C2
inseparable,C2
insane,C1
irregular,B1
fraudulent,C2
imperative,C2
formerly,B2
ill,C1
foremost,C2
indeed,C2
intent,C2
fun,A2
gross,C1
heavenly,C1
hot,C1
fire,B2
incurable,C2
intolerable,C2
inseparable,C2
illegal,B2
impersonal,C1
irrational,C2
insignificant,C1
intolerant,C2
inexperienced,B2
inedible,C1
irresponsible,B2
injection,C2
insensitive,C1
interactive,C1
interactive,B2
illegally,B2
impatiently,B2
incredibly,B2
implicit,C2
impatient,B2
impatient,B2
immature,C2
insane,C2
inadequate,C1
inadequate,C1
inferior,C1
inconsiderate,C1
insecure,C1
inhuman,C2
innate,C2
the Internet,A1
irregular,B2
formidable,C2
grammatical,C2
hierarchical,C2
financial,B1
global,B2
intellectual,B2
hysterical,C1
hypocritical,C2
intellectual,C2
intellectual,C2
industrial,B2
important,A1
inhabitant,B2
injured,B2
flawed,C2
fried,A2
grilled,A2
interested,A2
frightened,B1
impressed,B2
irritated,B2
gifted,C1
fluent,B2
fluent,B2
innocent,B2
innocent,B2
intelligent,B1
innocent,B2
independent,B2
harmful,B2
graceful,C1
grateful,B1
helpful,B1
hopeful,B1
forceful,C2
graceful,C2
genetic,C1
heroic,C1
idealistic,C1
gymnastic,B2
growing,B2
intriguing,C2
freezing,B1
good-looking,A2
interesting,A1
frightening,B1
irritating,B2
frustrating,C1
imagination,B1
foolish,B2
impressive,B2
imaginative,C1
impulsive,C2
harmless,B2
flawless,C2
hopeless,B1
hopeless,B2
finally,B1
fortunately,B1
fully,B1
generally,B1
heavily,B1
honestly,B1
hopefully,B1
firstly,B2
fluently,B2
frankly,B2
generally,B2
generally,B2
greatly,B2
highly,C1
incidentally,C1
financially,B2
globally,B2
happily,B1
foolishly,B2
furiously,B2
gently,B2
happily,B2
honestly,B2
hopefully,B2
jealously,B2
intellectually,C2
intensely,C2
generous,B1
jealous,B1
furious,B2
jealous,B2
healthy,A2
healthy,A2
guilty,B2
filthy,C1
hungry,A1
foggy,A2
icy,B1
icy,B1
funny,A1
guilty,B1
greedy,B2
icy,B2
fussy,C2
fussy,C2
fine,A1
good,A1
fit,A2
human,B1
hurt,B1
ill,B2
fresh,C2
how,A2
germ,C1
itch,B2
flat,B1
good,A1
great,B1
hardly,B1
how,B1
how,B1
indeed,B1
just,B1
just,B1
furthermore,B2
hardly,B2
initial,B1
guideline,C1
inform,B1
issue,C2
good,A1
good,A1
gray,A1
green,A1
fine,A2
gold,A2
golden,A2
good,A2
great,A2
hard,A2
heavy,A2
high,A2
horrible,A2
indoor,A2
flat,B1
front,B1
gentle,B1
giant,B1
heavy,B1
high,B1
high,B1
high,B1
huge,B1
individual,B1
fine,B2
firm,B2
genuine,B2
high,B2
ideal,B2
inaccurate,B2
inconvenient,B2
inner,B2
inside,B2
good,C1
harsh,C1
immense,C1
intense,C1
fine,C2
fluid,C2
fragile,C2
fragrant,C2
grim,C2
in,A2
inside,A2
high,B1
indoors,B1
fine,B2
flat,B2
high,C1
half,A2
inside,B2
fresh,A2
frozen,B1
hot,B1
flat,C2
ingredient,B1
grain,C2
first-floor,B1
floor,A1
infrastructure,C1
free,A2
gross,C1
free,A2
gold,A2
fine,B1
frozen,B1
green,B1
humid,B1
green,B2
hail,C2
hunt,C1
harm,B2
handsome,B1
grown-up,B2
good,A1
good,A1
happy,A1
glad,A2
good,A2
happy,A2
gentle,B1
good,B1
honest,B1
honest,B1
hurt,B1
fond,B2
inner,B2
genuine,C1
harsh,C1
keen,C1
firm,C2
fragile,C2
grim,C2
humble,C2
immune,C2
intense,C2
irritable,C2
keen,C2
generously,B2
inside,B2
interest,B1
idea,B2
fuss,C1
fury,C2
gay,B1
intimate,C2
household,B2
football,A2
high-tech,B2
hi-tech,B2
handheld,C1
in,B1
gear,B2
jam,C2
full-time,B1
inevitable,C1
invaluable,C1
inconceivable,C2
indispensable,C2
indisputable,C2
inexplicable,C2
innumerable,C2
immoral,B2
informal,B2
international,A2
insufficient,C1
indifferent,C2
impossible,B1
impossible,C2
irresistible,C2
irresistible,C2
irreversible,C2
intrinsic,C2
injection,C2
inexpensive,B1
incredibly,C1
indirectly,C1
inevitably,C1
informally,C1
invariably,C2
internationally,B1
illiterate,C2
imperfect,C1
immortal,C2
immortal,C2
inappropriate,C1
indirect,C1
inefficient,C1
integral,C1
indirect,C2
insecure,C2
intermediate,B1
irregular,B2
hospitable,C1
formidable,C2
historical,B1
functional,B2
gradual,B2
identical,B2
internal,B2
horizontal,C1
influential,C1
fundamental,C2
important,B1
fixed,B2
improved,B2
frustrated,C1
furnished,C1
genetically modified,C1
industrialized,C1
isolated,C1
isolated,C1
fixed,C2
horrified,C2
humiliated,C2
influence,B2
independent,B1
independent,B2
innocent,C2
further,A2
further,B1
further,B2
fruitful,C1
hopeful,C2
flexible,B2
incredible,B2
invisible,B2
flexible,C2
historic,B1
heroic,C1
ironic,C2
forthcoming,B2
forthcoming,C1
gripping,C1
fulfilling,C2
horrifying,C2
humiliating,C2
formation,C2
formation,C2
interpretation,C2
interpretation,C2
intensive,B2
imaginative,C1
informative,C1
innovative,C1
helpless,C1
homeless,C1
harmless,C2
hourly,B2
hourly,B2
finally,A2
immediately,A2
frequently,B1
finely,B2
firmly,B2
firmly,B2
freely,B2
gradually,B2
highly,B2
ideally,B2
ideally,B2
importantly,B2
increasingly,B2
independently,B2
initially,B2
innocently,B2
instantly,B2
formally,C1
formally,C1
happily,C1
historically,C1
hourly,C1
immediately,C1
immensely,C1
inappropriately,C1
individually,C1
intensively,C1
interestingly,C1
internally,C1
jointly,C1
fundamentally,C2
harshly,C2
hopelessly,C2
indefinitely,C2
infinitely,C2
intensely,C2
intensely,C2
ironically,C2
generous,C1
hilarious,C1
humorous,C1
hazardous,C2
infectious,C2
infectious,C2
funny,B1
juicy,B1
filthy,C1
grumpy,C1
floppy,C2
handy,C2
healthy,C2
juicy,C2
first,A1
hard,A1
hot,A1
final,A2
first,A2
foreign,A2
free,A2
friendly,A2
full,A2
full,A2
full,A2
half-price,A2
heavy,A2
forbidden,B1
former,B1
frequent,B1
fresh,B1
fresh,B1
full,B1
future,B1
general,B1
gorgeous,B1
hard,B1
hidden,B1
incorrect,B1
individual,B1
firm,B2
flat,B2
foreign,B2
formal,B2
fortunate,B2
free,B2
free,B2
free,B2
fresh,B2
general,B2
general,B2
glad,B2
golden,B2
great,B2
hard-working,B2
hidden,B2
immediate,B2
immediate,B2
initial,B2
instant,B2
intransitive,B2
joint,B2
junior,B2
junior,B2
fit,C1
formal,C1
formal,C1
foul,C1
fresh,C1
gentle,C1
grand,C1
gray,C1
gross,C1
hard,C1
harsh,C1
hectic,C1
holy,C1
honored,C1
hostile,C1
hostile,C1
idle,C1
imaginary,C1
immediate,C1
just,C1
justified,C1
juvenile,C1
keen,C1
final,C2
finite,C2
firm,C2
foul,C2
frail,C2
frantic,C2
frantic,C2
fringe,C2
gray,C2
grim,C2
heavy,C2
high-profile,C2
hollow,C2
hollow,C2
humanitarian,C2
humble,C2
hygienic,C2
idle,C2
ignorant,C2
imminent,C2
infinite,C2
inherent,C2
intact,C2
interim,C2
intimate,C2
intimate,C2
justifiable,C2
first,A1
hard,A1
here,A1
how,A1
half price,A2
here,A2
home,A2
how,A2
however,A2
instead,A2
just,A2
just,A2
first,B1
first,B1
forever,B1
forward,B1
furthest,B1
half,B1
hard,B1
home,B1
in,B1
just,B1
just,B1
forever,B2
forward,B2
free,B2
genuinely,B2
here,B2
in,B2
forward,C1
hence,C1
future,B1
hurry,B1
interest,B1
growth,B2
hair,B2
headquarters,B2
impact,B2
ingredient,B2
fright,C1
focus,C2
frenzy,C2
frontier,C2
grain,C2
grain,C2
haul,C2
heap,C2
host,C2
impact,C2
irony,C2
irony,C2
form,B2
hire,B2
hit,B2
grade,C1
grade,C1
host,C1
impact,C1
fulfill,C2
hail,C2
hail,C2
narrative,C2
notify,C1
mountain,C2
lab,B1
note,B1
obtain,B2
observe,C1
kid,A2
kick,C2
occupation,C1
offspring,C2
paradigm,C2
merit,C1
nature,C1
merit,C2
oblige,C1
minute,A2
make,B1
land,C2
kill,C1
misinterpretation,C2
mislead,C1
misinterpret,C2
musical,B2
official,C2
maintenance,B2
patience,B2
painter,A2
offender,B2
learner,B2
observer,C2
master,C2
leader,B1
lover,B1
partner,B1
leader,C1
MP3 player,A2
passenger,A2
manager,A2
officer,B1
manufacturer,B2
officer,B2
miner,C1
painting,A2
painting,A2
meeting,A2
meaning,B1
learning,B2
lightning,B1
marketing,B2
landing,B2
parking,B1
manufacturing,B2
operation,B1
objection,B2
legislation,C2
orientation,C2
motivation,B2
orientation,C2
obsession,B2
occupation,A2
organization,B1
operation,C1
mission,C2
optimism,C2
optimist,C1
materialist,C2
motorist,B2
obesity,C1
longevity,C2
mortality,C2
majority,B2
minority,B2
organize,B1
organize,B2
movement,B2
management,B2
kindness,B2
laziness,B2
nervousness,C1
openness,C2
narrator,C2
operator,B2
leadership,C1
partnership,B2
killer,B1
murderer,B1
lion,A2
monkey,A2
mouse,A2
kitten,B1
mosquito,B1
parrot,B1
leopard,B2
owl,B2
mammal,C1
nest,C2
pack,C2
nest,C2
movie,A1
newspaper,A1
page,A1
keyboard,A2
magazine,A2
novel,B1
paper,B1
part,B1
masterpiece,C2
melody,C2
note,C2
organ,C2
music,A1
newspaper,A2
literature,B1
opera,A2
lyrics,B2
leg,A1
mouth,A1
nose,A1
neck,A2
knee,B1
lip,B1
patient,B1
lung,B2
nail,B2
organ,C1
kidney,C2
knuckle,C2
needle,C2
nerve,C2
nostril,C2
palm,C2
palm,C2
medicine,A2
pain,A2
liver,B2
muscle,B2
labor,C2
necklace,A2
mask,B2
neck,C2
necktie,C2
pants,A1
pantyhose,B1
panties,B2
look,C1
language,A1
letter,A1
message,A1
name,A1
note,A1
number,A1
number,A1
letter,A2
license,A2
list,A2
notebook,A2
notice,A2
offer,A2
label,B1
lie,B1
line,B1
logo,B1
paper,B1
paragraph,B1
manual,B2
matter,B2
native speaker,B2
order,B2
outline,B2
mark,C1
memo,C1
label,C2
margin,C2
motion,C2
mail,A2
mail,A2
news,A2
language,B1
notice,B1
language,C1
material,B1
legend,B2
mention,B2
myth,B2
metaphor,C2
lie,B1
listen,B1
object,B2
moan,C2
know,A1
mean,A2
mail,B1
mean,B1
mean,B1
mention,B1
name,B1
list,B2
mark,B2
oppose,B2
order,B2
outline,B2
motivate,C1
maintain,C2
offer,A2
learn,B1
mumble,B2
mutter,B2
lobby,C2
offense,B2
lawsuit,C2
massacre,C2
law,B2
kilo,A2
kilogram,A2
kilometer,A2
liter,A2
meter,A2
pair,A2
pair,A2
limit,B1
mile,B1
millimeter,B1
pattern,B1
level,B2
level,B2
load,B2
outline,C2
paper,A1
orange,A2
length,B1
number,B1
length,C1
measure,C2
left,A2
maximum,B1
lesson,A1
mark,A2
nursery,B2
math,A2
learn,A1
pass,A2
know,B1
knife,A1
meal,A1
main course,A2
menu,A2
mug,A2
mushroom,A2
kettle,B1
oven,B1
pan,B1
loaf,B2
pan,B2
pancake,B2
pastry,C1
meat,A1
milk,A1
lemonade,A2
mineral water,A2
pasta,A2
mint,B2
mustard,C1
pastry,C1
lunch,A1
orange,A1
lemon,A2
lunchtime,A2
mango,A2
melon,A2
oil,A2
onion,A2
lettuce,B1
leek,B2
key,A1
kitchen,A1
living room,A1
museum,A1
lamp,A2
library,A2
light,A2
mirror,A2
office,A2
office,A2
laboratory,B1
ladder,B1
monument,B1
palace,B1
lobby,B2
monument,B2
passage,B2
landmark,C1
lounge,C1
mansion,C1
loft,C2
loft,C2
loft,C2
loan,B1
loss,C1
legacy,C2
offer,C2
money,A1
means,C2
park,A1
lake,A2
mountain,A2
landscape,B1
leaf,B1
log,C1
palm,C1
palm,C1
nature,A2
land,B1
life,B1
oil,B1
land,B2
moonlight,B2
mud,B2
oxygen,B2
metal,B1
mist,B2
oak,B2
ocean,A2
kick,A2
kiss,A2
laugh,B1
look,B1
launch,C1
march,C1
move,C1
move,C2
laughter,B2
listen,A1
look,A1
look,A1
laugh,A2
lie,A2
knock,B1
meet,B1
move,B1
kneel,B2
participate,B2
march,C1
march,C1
opt,C1
make,A1
leave,A2
leave,A2
leave,A2
leave,A2
lend,A2
lose,A2
make,A2
miss,A2
open,A2
knock,B1
learn,B1
lift,B1
meet,B1
miss,B1
name,B1
offer,B1
pass,B1
launch,B2
lick,B2
limit,B2
locate,B2
lower,B2
maintain,B2
observe,B2
occupy,B2
overcome,B2
monitor,C1
occupy,C1
omit,C1
mount,C2
pat,C2
kick,A1
meet,A1
open,A1
kiss,A2
mix,A2
move,A2
paint,A2
lead,B1
light,B1
lock,B1
manage,B1
notice,B1
pass,B1
lead,B2
load,B2
miss,B2
obey,B2
merge,C2
man,A1
lady,B1
mustache,B1
look,B2
makeup,A2
mind,B1
liar,B2
legend,C1
monster,C2
life,B2
loyalty,B2
offense,B2
pain,B2
mercy,C2
outrage,C2
memory,B1
mood,B1
love,B2
misery,B2
nature,B2
panic,B2
passion,B2
nerves,B2
nerve,C2
nerve,C2
like,A1
love,A1
miss,A2
offend,B2
mind,B1
learn,B2
panic,B2
king,A2
kingdom,B2
nation,B2
mom,A1
mother,A1
parent,A1
party,A1
member,A2
neighbor,A2
love,B1
nephew,B1
niece,B1
mother-in-law,B2
opponent,B2
orphan,C2
marriage,B1
mix,B2
leave,B1
market,A2
match,A2
league,B1
net,B1
marathon,B2
martial art,B2
opponent,B2
launch,C1
market,C1
pass,C2
leisure,B1
lead,B2
lose,B1
lead,B2
keyboard,A2
laptop,A2
machine,A2
menu,A2
model,A2
mouse,A2
page,A2
link,B1
message board,B1
password,B1
laser,B2
microphone,B2
monitor,B2
network,B2
part,B2
machinery,C1
memory,A2
language,C1
map,A2
motorcycle,A2
parking lot,A2
path,A2
line,B1
pass,B1
lane,B2
lane,B2
parachute,B2
launch,C2
path,C2
luggage,A2
launch,C2
land,B1
model,B1
monitor,B2
overtime,B2
paperwork,B2
labor,C1
labor,C1
leave,C2
manage,B1
manufacture,B2
overload,C2
open,B2
operate,B2
murder,B1
mosque,A2
misunderstanding,B2
misfortune,C1
misuse,C1
misbehave,C1
misunderstand,B2
misuse,C1
misplace,C2
original,B2
participant,C1
occurrence,C1
occurrence,C1
negligence,C2
partner,A2
keeper,B1
lawyer,B1
lighter,B1
officer,B1
owner,B1
maker,B2
master,B2
minister,B2
organizer,B2
partner,B2
listener,C1
mechanic,A2
opening,C2
parking,B1
lighting,B2
mining,C1
networking,C1
loathing,C2
living,B2
location,B1
occasion,B1
mission,B2
occasion,B2
motivation,C1
negotiation,C1
observation,C1
operation,C1
organization,B1
observation,B2
operation,C1
opposition,C1
organization,C1
orientation,C1
occupation,C2
obligation,B2
liberation,C1
limitation,C1
migration,C1
modification,C1
nomination,C1
medication,C2
mechanism,C1
mechanism,C1
materialism,C2
materialism,C2
novelist,B2
mentality,C1
minority,C1
necessity,C1
liability,C1
necessity,C1
mediocrity,C2
normality,C2
nationality,A1
opportunity,B1
liability,C1
objective,B2
minimize,C1
maximize,C2
movement,C1
loneliness,C1
operator,B2
leadership,C1
ownership,C1
membership,B1
membership,C1
killing,B1
kind,A1
minute,A1
month,A1
month,A1
movie theater,A1
number,A1
pair,A1
part,A1
key,A2
kite,A2
last name,A2
level,A2
line,A2
mistake,A2
model,A2
moment,A2
noun,A2
nurse,A2
office,A2
omelet,A2
order,A2
passport,A2
key,B1
kit,B1
label,B1
lecture,B1
line,B1
lock,B1
lottery,B1
mall,B1
method,B1
modal (verb),B1
moment,B1
monster,B1
musician,B1
neighborhood,B1
nickname,B1
nightclub,B1
nightmare,B1
nightmare,B1
object,B1
object,B1
offer,B1
olive,B1
opinion,B1
opposite,B1
option,B1
key,B2
landlady,B2
landlord,B2
layer,B2
leaflet,B2
leak,B2
lesson,B2
lid,B2
life,B2
lifestyle,B2
line,B2
link,B2
male,B2
mark,B2
match,B2
mayor,B2
measure,B2
medal,B2
message,B2
million,B2
mine,B2
miracle,B2
motive,B2
motor,B2
nail,B2
napkin,B2
needle,B2
neighbor,B2
network,B2
note,B2
nut,B2
pack,B2
package,B2
package,B2
package,B2
parade,B2
passage,B2
path,B2
king,C1
knob,C1
ladder,C1
landmark,C1
lawn,C1
layout,C1
level,C1
line,C1
luxury,C1
mat,C1
ministry,C1
mode,C1
move,C1
myth,C1
nap,C1
newsletter,C1
nickname,C1
norm,C1
notion,C1
obstacle,C1
obstacle,C1
outlet,C1
outlet,C1
overview,C1
overview,C1
panel,C1
knot,C2
landmark,C2
law,C2
leak,C2
leap,C2
legacy,C2
life span,C2
line,C2
line,C2
line,C2
line,C2
line,C2
lump,C2
margin,C2
margin,C2
market,C2
memorial,C2
millennium,C2
missile,C2
model,C2
murmur,C2
novelty,C2
odor,C2
ordeal,C2
ornament,C2
outbreak,C2
outlet,C2
outlet,C2
outrage,C2
pact,C2
panel,C2
paradox,C2
parallel,C2
particle,C2
pastime,C2
patch,C2
patch,C2
patch,C2
leather,A2
luck,A2
magic,A2
magic,A2
mail,A2
midnight,A2
noon,A2
north,A2
law,B1
light,B1
love,B1
love,B1
luxury,B1
ma'am,B1
medicine,B1
nightlife,B1
northeast,B1
northwest,B1
notice,B1
offense,B1
order,B1
laundry,B2
litter,B2
luck,B2
magic,B2
man,B2
mankind,B2
opinion,B2
order,B2
pace,B2
literacy,C1
logic,C1
neglect,C1
nutrition,C1
office,C1
ozone,C1
paradise,C1
likelihood,C2
linen,C2
lumber,C2
lure,C2
matter,C2
momentum,C2
morale,C2
nostalgia,C2
novelty,C2
order,C2
order,C2
order,C2
order,C2
output,C2
life,A1
March,A1
May,A1
Monday,A1
morning,A1
night,A1
night,A1
noise,A1
November,A1
October,A1
paint,A1
lamb,B1
life,B1
liquid,B1
material,B1
mystery,B1
length,B2
liberty,B2
loss,B2
loss,B2
material,B2
mixture,B2
origin,B2
origin,C1
memory,C2
merger,C2
mishap,C2
monopoly,C2
muddle,C2
omission,C2
overload,C2
pajamas,A2
means,B2
outskirts,B2
odds,C1
mix,B1
the last minute,B2
manner,B2
manner,B2
mess,B2
mixture,B2
need,B2
note,C1
outlook,C1
loss,C2
match,C2
outlook,C2
matter,A2
lie,B1
lie,B1
live,B1
operate,B1
pass,B1
look,B2
occur,B2
mingle,C1
lecture,C2
lie,C2
linger,C2
live,C2
loom,C2
loom,C2
moan,C2
mount,C2
pass,C2
love,A1
love,A1
need,A1
know,A2
miss,A2
know,B1
let,B1
lose,B1
lose,B1
make,B1
mean,B1
mean,B1
miss,B1
need,B1
open,B1
own,B1
lack,B2
launch,B2
leave,B2
light,B2
link,B2
lose,B2
lower,B2
maintain,B2
make,B2
measure,B2
miss,B2
move,B2
name,B2
occupy,B2
overlook,B2
label,C1
make,C1
manage,C1
match,C1
meet,C1
modify,C1
motivate,C1
neglect,C1
nominate,C1
number,C1
offer,C1
outnumber,C1
outrage,C1
outweigh,C1
overdo,C1
overload,C1
overtake,C1
overwhelm,C1
know,C2
label,C2
land,C2
leak,C2
leave,C2
line,C2
loathe,C2
lure,C2
mark,C2
measure,C2
meet,C2
moderate,C2
number,C2
nurse,C2
observe,C2
offset,C2
overhear,C2
pass,C2
patch,C2
know,A1
leave,A1
meet,A1
paint,A1
know,A2
open,A2
order,A2
pack,A2
park,A2
kid,B1
knit,B1
live,B1
marry,B1
match,B1
mix,B1
leak,B2
lend,B2
load,B2
mark,B2
melt,B2
nod,B2
operate,B2
overtake,B2
lengthen,C1
lessen,C1
negotiate,C1
overestimate,C1
lead,C2
lean,C2
loosen,C2
mingle,C2
murmur,C2
overflow,C2
overlap,C2
pass,C2
kill,A2
murder,B1
kill,C2
pathetic,C2
OK,A1
moreover,B2
OK,A2
OK,A2
mad,A2
laid-back,C2
part,C2
notwithstanding,C1
paramount,C2
likewise,C2
OK,A2
misleading,B2
noticeable,C1
musical,A2
orchestral,B2
original,B2
medical,B2
oral,B2
minimal,C1
mental,B2
liberal,C1
natural,C1
national,A2
official,B2
liberal,C1
observant,C2
limited,B1
old-fashioned,B1
middle-aged,B1
motivated,B2
organized,B2
narrow-minded,C1
open-minded,C1
married,A2
overworked,C1
lenient,C2
painful,B1
painful,B2
negligible,C2
organic,B2
optimistic,B2
magnetic,C1
outstanding,B2
off-putting,C2
moving,B2
outgoing,C1
overwhelming,C1
opportunity,B2
negative,B2
massive,B2
negative,B2
lucrative,C2
negative,B1
objective,B2
offensive,B2
obsessive,C2
merciless,C2
musically,C2
naturally,C1
medically,C2
mainly,B1
particularly,B1
partly,B1
largely,B2
necessarily,B2
legally,B2
lovely,B2
lovely,B2
merely,B2
negatively,B2
nicely,B2
merely,C2
moderately,C2
lively,B1
lonely,B1
kindly,B1
nervously,B2
nicely,B2
passionately,B2
patiently,B2
openly,C1
naturally,C2
measurement,B2
measurement,C2
luxurious,C1
monotonous,C1
numerous,C1
nervous,B1
outrageous,B2
malicious,C2
misty,B2
lazy,A2
nosy,C2
lead,B1
live,B1
literary,B2
on,C2
orchestra,B1
lead,C2
mad,B1
nearsighted,B2
non-smoking,B2
on,A2
long,A2
little,B2
no,A1
maybe,A2
no,A2
nevertheless,B2
overall,B2
madam,B1
nonsense,B2
parenthesis,B2
material,C1
offer,B1
legal,B2
legal,B2
legitimate,C2
light,A1
little,A1
long,A1
new,A1
nice,A1
orange,A1
large,A2
left,A2
left-hand,A2
light,A2
loud,A2
low,A2
old,A2
last,B1
light,B1
low,B1
magnificent,B1
main,B1
marvelous,B1
maximum,B1
medium,B1
minimum,B1
narrow,B1
nasty,B1
navy blue,B1
near,B1
nearby,B1
opposite,B1
outdoor,B1
key,B2
level,B2
low,B2
medieval,B2
mere,B2
middle,B2
modest,B2
neat,B2
outer,B2
outside,B2
oval,B2
middle,C1
mild,C1
moderate,C1
mundane,C1
marginal,C2
mediocre,C2
minute,C2
outside,A1
left,A2
less,A2
most,A2
outside,A2
over,A2
least,B1
low,B1
more,B1
much,B1
much,B1
near,B1
nearby,B1
opposite,B1
little,C1
minimum,B1
major,B2
mild,B2
off,B2
overdrawn,C1
monetary,C2
owe,B1
lose,C1
mild,B1
manual,B2
look,B1
match,B1
mark,C2
little,A1
old,A1
old,A1
nice,A1
kind,A2
miserable,B1
nasty,B1
new,B1
patient,B1
loyal,B2
mature,B2
mean,B2
miserable,B2
nasty,B2
passionate,B2
passive,B2
knowledgeable,C1
low,C1
modest,C1
naive,C1
noble,C1
particular,C1
mechanical,C2
open,C2
mentally,B2
knowledge,B1
name,B2
nuisance,B2
move,B2
left-wing,C1
party,B1
parliament,B2
out,B1
online,A2
mechanical,B2
off,A2
online,A2
on,B1
lift,A2
manual,B2
off,A2
part-time,B1
misinform,C1
memorable,B2
liable,C1
notable,C1
normal,A2
natural,B1
original,B1
original,B1
logical,B2
magical,B2
magical,B2
mathematical,B2
natural,B2
optional,B2
partial,B2
municipal,C1
musical,C1
nutritional,C1
occasional,C1
literal,C2
naval,C2
official,C2
official,C2
official,C2
paradoxical,C2
limited,B2
organized,B2
overcrowded,C1
muddled,C2
negligent,C2
later,B2
later,C2
later,C2
later,A2
meaningful,B2
meaningful,B2
merciful,C2
linguistic,C1
magnetic,C1
magnetic,C2
materialistic,C2
nostalgic,C2
pathetic,C2
missing,A2
missing,B1
leading,B2
living,B2
never-ending,C1
opening,C1
long-lasting,C2
long-running,C2
ongoing,C2
outgoing,C2
meaning,B2
opening,B2
opening,B2
longing,C2
materialist,C2
negative,A2
needless,C2
likely,B1
monthly,B1
lonely,B2
nearly,A2
lately,B1
lightly,B1
loudly,B1
mostly,B1
normally,B1
obviously,B1
lastly,B2
literally,B2
morally,B2
narrowly,B2
naturally,B2
naturally,B2
newly,B2
normally,B2
occasionally,B2
originally,B2
lightly,C1
likely,C1
magnificently,C1
modestly,C1
mysteriously,C1
neatly,C1
notably,C1
noticeably,C1
objectively,C1
officially,C1
partially,C1
logically,C2
modestly,C2
oddly,C2
obvious,B1
mysterious,B2
notorious,C1
nutritious,C1
meticulous,C2
lucky,A2
noisy,A2
lucky,B1
messy,B1
lazy,B2
muddy,B2
lengthy,C1
mighty,C2
late,A1
late,A1
long,A1
new,A1
new,A1
only,A1
open,A1
last,A2
last,A2
last,A2
latest,A2
lost,A2
magic,A2
modern,A2
next,A2
next,A2
north,A2
open,A2
own,A2
light,B1
little,B1
local,B1
loose,B1
lost,B1
magic,B1
male,B1
modern,B1
neat,B1
necessary,B1
next-door,B1
northeast,B1
northern,B1
northwest,B1
open,B1
ordinary,B1
out-of-date,B1
overnight,B1
passive,B1
past,B1
past,B1
known,B2
last-minute,B2
latter,B2
little,B2
long-distance,B2
long-term,B2
loose,B2
low,B2
major,B2
minor,B2
moral,B2
naked,B2
nationwide,B2
native,B2
native,B2
neighboring,B2
nuclear,B2
nuclear,B2
odd,B2
open,B2
opposite,B2
overseas,B2
overweight,B2
packed,B2
pale,B2
particular,B2
legendary,C1
legendary,C1
long-time,C1
lost,C1
low,C1
masculine,C1
mass,C1
middle-class,C1
mistaken,C1
moral,C1
multiple,C1
mutual,C1
mutual,C1
naked,C1
neutral,C1
neutral,C1
noble,C1
nonexistent,C1
obese,C1
obligatory,C1
obsolete,C1
outside,C1
late,C2
lavish,C2
legitimate,C2
lethal,C2
lifelong,C2
literate,C2
loose,C2
mainstream,C2
mean,C2
miniature,C2
minute,C2
narrow,C2
native,C2
near,C2
obligatory,C2
off,C2
open,C2
orthodox,C2
orthodox,C2
overnight,C2
